Name des Clubs,Club-Beschreibung,Art des Clubs,Club-Sport,Stadt,Land,Bundesland (optional),Club-Website,Titelbild,Club-Bild
Adidas,For all those who like adidas,Nur zum Spaß,Radfahren,"",Germany,"",,clubs/775535_cover.jpg,clubs/775535_picture.jpg
