Beitrittsdatum,Name,Abgeschlossen
"02.12.2021, 21:44:31",Le Col Tick Off 2021,true
"02.12.2021, 21:45:17",adidas Ultraboost 22 x Zalando 22km Run,true
"08.12.2021, 06:06:13",December 5k,true
"08.12.2021, 06:06:21",December Gran Fondo,false
"08.12.2021, 06:06:22",December Cycling Challenge,false
"24.12.2021, 22:20:01",December Running Distance Challenge,false
"24.12.2021, 22:20:03",ROKA RISE UP 300 Challenge,true
"24.12.2021, 22:20:05",Mile Zero Challenge by The Pro’s Closet,true
"24.12.2021, 22:20:08",Thriva Bleed for Speed Challenge 2022,true
"26.12.2021, 13:29:08",dhb 12 Days of Christmas,true
"28.12.2021, 11:21:19",January Running Endurance Challenge,false
"28.12.2021, 11:21:19",January Yoga Challenge,false
"28.12.2021, 11:21:21",January Cycling Distance Challenge,false
"28.12.2021, 11:21:22",January Cycling Climbing Challenge,false
"28.12.2021, 11:21:24",January Cycling Consistency Challenge,false
"28.12.2021, 11:21:25",January Walking Distance Challenge,false
"28.12.2021, 11:21:57",January Cycling Challenge,false
"28.12.2021, 11:21:58",January Gran Fondo,false
"28.12.2021, 11:22:00",January Fresh Start Challenge,false
"28.12.2021, 11:22:01",January Running Challenge,false
"28.12.2021, 11:22:05",January Run Climbing Challenge,false
"28.12.2021, 11:22:06",January 10k,true
"28.12.2021, 11:22:08",January 5k,true
"28.12.2021, 11:22:10",January Half Marathon,true
"28.12.2021, 11:22:12",January Running Distance Challenge,false
"02.01.2022, 12:58:24",Le Col Project 22 Challenge,true
"02.01.2022, 20:43:12",GORE® WEAR What's Your Motive?,true
"02.01.2022, 20:43:15",Red Bull Nytårsforsættet,true
"02.01.2022, 20:43:17",TRIBE Plant Power 60,true
"02.01.2022, 20:43:18",San Silvestre,false
"02.01.2022, 20:43:22",Runderwear 20k in 22 Days,true
"02.02.2022, 14:05:06",February Running Challenge,true
"02.02.2022, 14:05:07",February 5k,true
"02.02.2022, 14:05:09",February 10k,true
"02.02.2022, 14:05:11",Le Col Form Finder Challenge,true
"02.02.2022, 14:05:23",February Half Marathon,false
"21.02.2022, 21:12:57",February Gran Fondo,false
"21.02.2022, 21:12:58",February Walk Challenge,false
"21.02.2022, 21:13:00",February Walking Distance Challenge,false
"21.02.2022, 21:13:01",Shokz OpenRun Pro,true
"25.02.2022, 21:31:26",March Cycling Distance Challenge,false
"25.02.2022, 21:32:03",March Running Distance Challenge,false
"25.02.2022, 21:32:07",March 10k,true
"25.02.2022, 21:32:12",March Walking Distance Challenge,false
"25.02.2022, 21:32:13",March Cycling Challenge,false
"25.02.2022, 21:35:29",March Favorite Way 200K,false
"25.02.2022, 21:35:30",March Gran Fondo,false
"25.02.2022, 21:35:31",March Cycling Consistency Challenge,false
"25.02.2022, 21:35:32",March Cycling Climbing Challenge,false
"25.02.2022, 21:35:35",March Half Marathon,true
"25.02.2022, 21:35:36",March Running Endurance Challenge,false
"25.02.2022, 21:35:38",March Strength Training Challenge,false
"25.02.2022, 21:35:39",March Run Climbing Challenge,false
"25.02.2022, 21:35:41",March Running Challenge,true
"06.03.2022, 09:16:19",Wiggle Own Your Energy,true
"06.03.2022, 09:16:20",Pretty Muddy Things Challenge by Isadore x Factor,false
"12.03.2022, 19:10:57",The Sportsshoes X Mizuno For Every Run 8K,true
"12.03.2022, 21:45:32",Honest Work Challenge by The Pro’s Closet,false
"12.03.2022, 21:45:33",Discover Your Trail With The North Face,true
"13.03.2022, 21:28:04",Red Bull Selbstläufer,true
"13.03.2022, 21:28:05",YoPRO Virtual - eDreams Mitja Barcelona,true
"13.03.2022, 21:28:49",Le Col Shape Up Challenge,true
"15.03.2022, 20:37:51",Ukraine Relief Challenge,true
"23.05.2022, 08:51:57",Brooks Global Running Day Challenge,true
"23.05.2022, 08:51:58",Oakley Re:SubZero Challenge,false
"23.05.2022, 08:52:00",Café du Cycliste Caravan Challenge,true
"23.05.2022, 08:52:01",Gatorlyte 6-Hour Sweat (A Lot) Challenge,true
"23.05.2022, 08:52:05",Mama Por - Mussara Reus 2022,false
"23.05.2022, 08:52:06",Coll de la Mussara - Mussara Reus 2022,false
"23.05.2022, 08:53:06",Smartwool Ultra Run Challenge,false
"23.05.2022, 08:53:08",The MAAP Transcend Vert Challenge,true
"23.05.2022, 08:53:14",The Impossible Route; Far West Texas,false
"23.05.2022, 08:53:17",May Water Sport Challenge,false
"23.05.2022, 08:53:18",May Gran Fondo,false
"23.05.2022, 08:53:20",May Cycling Challenge,false
"23.05.2022, 08:53:21",May Cycling Distance Challenge,false
"23.05.2022, 08:53:23",May Cycling Consistency Challenge,false
"23.05.2022, 08:53:24",May Running Distance Challenge,false
"23.05.2022, 08:53:25",May Running Endurance Challenge,false
"23.05.2022, 08:53:27",May Cycling Climbing Challenge,false
"23.05.2022, 08:53:28",May 10k,true
"23.05.2022, 08:53:32",May Run Climbing Challenge,false
"23.05.2022, 08:53:34",May 5k,true
"23.05.2022, 08:53:36",May Half Marathon,false
"23.05.2022, 08:53:38",May Running Challenge,false
"23.05.2022, 08:53:40",FUTURUM Duurzaam Door 4h by FuturumShop,true
"23.05.2022, 08:53:42",Pedal to Empower with World Bicycle Relief,false
"23.05.2022, 08:53:43",Salomon Push Your Pace!,true
"23.05.2022, 08:53:45",LLS Push What's Possible Challenge,true
"20.07.2022, 19:39:09",July Cycling Challenge,false
"20.07.2022, 19:39:10",Green Jersey Challenge,false
"20.07.2022, 19:39:12",Mercedes-EQ Run – #4 LONDON,true
"23.07.2022, 18:46:00",The MAAP Transcend Everyday Challenge,true
"26.07.2022, 17:14:39",Get Sponsored By The Feed,true
"26.07.2022, 17:14:41",Strava Japan Club 8月のRIDEチャレンジ,false
"26.07.2022, 17:14:42",ROKA Hot Laps 300,true
"29.07.2022, 18:59:08",#StriveForMore w/ The Cyclists' Alliance,false
"29.07.2022, 18:59:09",Mercedes-EQ Run – #5 SEOUL,false
"29.07.2022, 18:59:11",August Running Challenge,false
"29.07.2022, 18:59:15",August 5K,true
"29.07.2022, 18:59:16",Le Col Keep The Momentum Challenge,true
"29.07.2022, 18:59:17",The Altra Elevation Challenge,false
"29.07.2022, 18:59:18",July Running Challenge,false
"29.07.2022, 18:59:20",July 5K,true
"29.07.2022, 18:59:21",July Run Climbing Challenge,false
"29.07.2022, 18:59:22",July 10k,true
"31.07.2022, 15:49:21",July Cycling Distance Challenge,false
"31.07.2022, 15:49:34",August 10k,true
"19.08.2022, 12:51:09",Tissot Series: La Vuelta Edition 2022,false
"19.08.2022, 12:51:10",Black Sheep TOUR OF THE FUTURE,false
"24.08.2022, 13:05:04",SHIFT UP with SHIMANO - Stage 3,false
"24.08.2022, 13:05:05",500km: Chasing the Equinox by Velocio,false
"24.08.2022, 13:05:08",Strava Japan Club 9月のRIDEチャレンジ,false
"24.08.2022, 13:05:08",Strava Japan Club 9月のRUNチャレンジ,false
"26.08.2022, 08:46:14",September 5K,true
"26.08.2022, 08:46:15",September Running Distance Challenge,false
"26.08.2022, 08:46:16",September Half Marathon,false
"26.08.2022, 08:46:18",September Running Challenge,false
"26.08.2022, 08:46:19",September 10k,false
"16.09.2022, 20:52:07",Michelob Ultra Night Run,true
"19.09.2022, 19:54:32",Pro:Direct Running & adidas 3for3,false
"19.09.2022, 19:54:33",Run 365 with ODLO,false
"20.09.2022, 13:31:36",New Balance - LDN This Is Your Race.,false
"20.09.2022, 13:31:38",New Balance - MCR This Is Your Race.,false
"20.09.2022, 13:31:39",New Balance - LPL This Is Your Race.,false
"20.09.2022, 13:31:40",New Balance - BTN This Is Your Race.,false
"25.09.2022, 12:21:35",October Cycling Climbing Challenge,false
"25.09.2022, 12:21:35",October Cycling Challenge,false
"25.09.2022, 12:21:37",October Cycling Distance Challenge,false
"25.09.2022, 12:21:37",October Gran Fondo,false
"25.09.2022, 12:21:40",Pride 5k,false
"25.09.2022, 12:21:40",October Running Challenge,true
"25.09.2022, 12:21:42",October Half Marathon,false
"25.09.2022, 12:21:43",October Run Climbing Challenge,false
"25.09.2022, 12:21:45",October Walking Distance Challenge,false
"25.09.2022, 12:21:46",October Running Endurance Challenge,false
"25.09.2022, 12:21:48",October Running Distance Challenge,false
"25.09.2022, 12:21:49",RUN LDN Wiggle x New Balance,false
"25.09.2022, 12:21:52",October 5K,true
"25.09.2022, 12:21:53",October 10k,true
"30.09.2022, 09:02:08",Salomon Nation Running League,true
"30.09.2022, 09:02:10",Le Col Chase The Sun,true
"02.10.2022, 13:58:31",ASSOS x ALFA ROMEO F1 TEAM ORLEN CHALLENGE,false
"02.10.2022, 13:58:32",CAF Community Challenge,false
"16.10.2022, 20:22:22",BIKE24 x Garmin Winter Motivation Challenge,true
"16.10.2022, 20:22:23",ROKA x The Pink Fund 100,true
"18.10.2022, 19:39:15",Switzerland Tourism 10k in 10 days,true
"22.10.2022, 12:05:15",ROUVY Virtual KOM/QOM Hunter Challenge,false
"22.10.2022, 12:05:16",The MAAP Transcend Terrain Challenge,true
"27.10.2022, 16:39:59",November Gran Fondo,false
"27.10.2022, 16:40:00",November Run Climbing Challenge,false
"27.10.2022, 16:40:01",November Cycling Challenge,false
"27.10.2022, 16:40:03",November 30-Hour Challenge,false
"27.10.2022, 16:40:04",November 5K,true
"27.10.2022, 16:40:06",November Running Challenge,false
"27.10.2022, 16:40:07",November Something New Challenge,false
"27.10.2022, 16:40:10",November 10k,true
"27.10.2022, 16:40:11",November Running Endurance Challenge,false
"27.10.2022, 16:40:13",November Running Distance Challenge,false
"27.10.2022, 18:14:46",November Walking Distance Challenge,false
"27.10.2022, 18:15:16",November Cycling Consistency Challenge,false
"27.10.2022, 18:15:16",November Cycling Distance Challenge,false
"27.10.2022, 18:15:17",November Cycling Climbing Challenge,false
"27.10.2022, 18:15:20",November Half Marathon,false
"06.11.2022, 13:33:32",St. Jude Red Wagon Challenge,false
"06.11.2022, 13:33:33",Swix Perfectly Prepared for XC season,false
"11.11.2022, 17:24:31",Le Col 240 Tempo Challenge,true
"18.11.2022, 10:19:43",Shokz High Five Challenge,false
"18.11.2022, 10:19:47",The Max Comfort Meet Road Challenge by Altra,false
"28.11.2022, 10:22:36",Breitling Century Challenge,false
"28.11.2022, 10:22:37",Move for Movember,true
"28.11.2022, 10:22:38",Winter Half Century Challenge with ROUVY,false
"19.12.2022, 12:19:36",Rapha Festive 500,false
"25.12.2022, 12:55:13",ENGAGE with 361˚,true
"25.12.2022, 12:55:14",December Strengthen & Recover Challenge,false
"25.12.2022, 12:55:15",December Walking Distance Challenge,false
"25.12.2022, 12:55:17",adidas Manchester Marathon Training Kick Start Challenge,true
"25.12.2022, 12:55:18",Pas Normal Studios Winter Resolution,false
"25.12.2022, 12:55:20",Le Col Project 23 Challenge,true
"25.12.2022, 12:55:22",Powerbar's No Matter The Weather Challenge,true
"28.12.2022, 15:52:10",Brooks New Year's Challenge,true
"28.12.2022, 15:52:47",January Fresh Start Challenge,false
"28.12.2022, 15:52:48",January 5K,true
"28.12.2022, 15:52:49",January 10k,true
"29.12.2022, 22:02:10",January Running Distance Challenge,false
"29.12.2022, 22:04:30",January Cycling Challenge,false
"29.12.2022, 22:04:31",January Cycling Consistency Challenge,false
"31.12.2022, 20:47:45",January Walking Distance Challenge,false
"31.12.2022, 20:47:51",January Cycling Distance Challenge,false
"02.01.2023, 09:58:47","waterdrop ""Make It Count"" Challenge",true
"13.01.2023, 09:23:32",New Balance Runlock Challenge,true
"22.01.2023, 19:04:12",Welcome to 2023 with Kinomap,true
"22.01.2023, 19:04:14",Keep on moving with ROUVY Club,true
"22.01.2023, 19:04:16",Mastercard Streif Everywhere Challenge,false
"29.01.2023, 12:16:37",February Snow Sport Challenge,false
"31.01.2023, 18:00:19",February 10k,true
"31.01.2023, 18:00:20",February Running Challenge,false
"31.01.2023, 18:00:23",February Run Climbing Challenge,false
"31.01.2023, 18:00:24",January Running Challenge,true
"31.01.2023, 18:00:25",February 5k,true
"31.01.2023, 20:10:53",Red Bull Raufgänger,false
"06.02.2023, 14:49:53",February Walking Distance Challenge,false
"07.02.2023, 14:53:11",February Half Marathon,true
"20.02.2023, 15:30:29",February Cycling Consistency Challenge,false
"20.02.2023, 15:30:30",February Gran Fondo,false
"20.02.2023, 15:30:32",February Cycling Climbing Challenge,false
"21.02.2023, 16:24:37",Earthquake Relief Challenge,true
"02.03.2023, 20:19:21",Le Col Shape Up Challenge,true
"02.03.2023, 20:19:29",Desafio Tour do Rio 2023 - Mesa do Imperador,false
"02.03.2023, 21:49:50",CamelBak® All-Terrain Running Challenge,true
"02.03.2023, 21:49:51",March Indoor Workout Challenge,false
"06.03.2023, 21:08:30",March 10k,true
"11.03.2023, 15:29:04",March Half Marathon,false
"11.03.2023, 15:29:05",March Running Distance Challenge,false
"11.03.2023, 15:29:07",March Running Challenge,true
"11.03.2023, 16:23:02",HOKA Rocket X 2 Speed Challenge,true
"12.03.2023, 20:46:04",HOKA Hackney Sprint Challenge,false
"12.03.2023, 20:46:06",Science in Sport Classic 100 Challenge,false
"16.03.2023, 23:24:05",March Walking Distance Challenge,false
"26.03.2023, 20:42:30",ASSOS Speed Club 80km Challenge,false
"26.03.2023, 20:42:31",Virtual Spring Classic with ROUVY,false
"26.03.2023, 20:42:38",COMPRESSPORT® Wherever You Run,true
"26.03.2023, 20:42:39",Make Waves With On,false
"26.03.2023, 20:42:41",Wings for Life World Run Training Challenge 2023,false
"10.04.2023, 19:43:02",Le Col Classics Challenge,true
"10.04.2023, 19:43:41",Oakley Dallas Challenge,false
"30.04.2023, 13:48:25",May Gran Fondo,false
"30.04.2023, 13:48:27",May Cycling Distance Challenge,false
"30.04.2023, 13:48:34",May Cycling Consistency Challenge,false
"30.04.2023, 13:48:35",May Cycling Climbing Challenge,false
"30.04.2023, 13:48:37",May Running Endurance Challenge,false
"30.04.2023, 13:48:40",May Walking Distance Challenge,false
"30.04.2023, 13:48:42",May Half Marathon,true
"30.04.2023, 13:48:44",May 10k,true
"30.04.2023, 13:48:47",May Running Distance Challenge,false
"30.04.2023, 13:48:48",May Running Challenge,true
"30.04.2023, 13:48:51",May Run Climbing Challenge,false
"30.04.2023, 13:48:52",May 5k,true
"30.04.2023, 13:48:55",May Indoor Workout Challenge,false
"11.05.2023, 12:54:46",The Tissot Challenge,false
"01.06.2023, 16:17:52",GOREWEAR 150 Million,false
"08.06.2023, 06:44:19",June 10k,true
"08.06.2023, 06:44:20",June Running Distance Challenge,false
"08.06.2023, 06:44:21",June Running Challenge,true
"08.06.2023, 06:44:23",June 5K x Brooks,true
"08.06.2023, 06:44:25",SportScheck RUN & Raise,true
"08.06.2023, 06:44:26",woom Pedal Your Planet,false
"08.06.2023, 08:34:14",Pas Normal Studios Midsummer Challenge,false
"18.06.2023, 05:32:19",2023 WSER Crew - Foresthill Segment Challenge,false
"28.06.2023, 10:09:31",July Half Marathon,true
"28.06.2023, 10:09:34",July Running Distance Challenge,false
"28.06.2023, 10:09:35",July Running Endurance Challenge,false
"28.06.2023, 10:09:37",July Running Challenge,true
"28.06.2023, 10:09:41",July Run Climbing Challenge,false
"28.06.2023, 10:09:42",July 5K x Brooks,true
"28.06.2023, 10:09:45",July 10k,true
"28.06.2023, 10:09:49",July Cycling Challenge,true
"25.07.2023, 15:52:46",August Half Marathon,false
"25.07.2023, 15:52:48",August Walking Distance Challenge,false
"25.07.2023, 15:52:54",August Running Challenge,false
"25.07.2023, 15:52:56",August 5K x Brooks,true
"25.07.2023, 15:52:58",August 10k,true
"25.07.2023, 15:53:07",August Running Endurance Challenge,false
"25.07.2023, 15:53:09",August Run Climbing Challenge,false
"25.07.2023, 15:53:11",August Cycling Consistency Challenge,false
"25.07.2023, 15:53:12",August Cycling Climbing Challenge,false
"25.07.2023, 15:53:14",August Cycling Challenge,false
"25.07.2023, 15:53:15",August Running Distance Challenge,false
"25.07.2023, 15:53:18",August Cycling Distance Challenge,false
"25.07.2023, 15:53:22",August Gran Fondo,false
"25.08.2023, 19:14:08",September Running Endurance Challenge,false
"25.08.2023, 19:14:10",September Cycling Climbing Challenge,false
"25.08.2023, 19:14:11",September Gran Fondo,false
"25.08.2023, 19:14:13",September Cycling Distance Challenge,false
"25.08.2023, 19:14:14",September Cycling Consistency Challenge,false
"25.08.2023, 19:14:15",September Swim Challenge,false
"25.08.2023, 19:14:19",September Walking Distance Challenge,false
"25.08.2023, 19:14:21",September Running Challenge,false
"25.08.2023, 19:14:23",September 5K x Brooks,true
"25.08.2023, 19:14:24",September Running Distance Challenge,false
"25.08.2023, 19:14:26",September Run Climbing Challenge,false
"25.08.2023, 19:14:27",September Half Marathon,false
"25.08.2023, 19:14:29",September 10K,false
"25.08.2023, 19:14:57",September Cycling Challenge,true
"25.08.2023, 19:14:58",September Workout Challenge,false
"13.10.2023, 08:26:32",October 10K,false
"13.10.2023, 19:28:19",October 5K x Brooks,true
"13.10.2023, 19:28:24",October Cycling Challenge x Le Col,false
"13.10.2023, 19:28:25",Castelli Keep It Up,false
"13.10.2023, 19:28:33",FOCUS Ride Together,false
"13.10.2023, 19:28:34",October Half Marathon,false
"13.10.2023, 19:28:36",October Running Challenge,false
"13.10.2023, 19:28:37",October Run Climbing Challenge,false
"13.10.2023, 19:28:39",October Running Distance Challenge,false
"13.10.2023, 19:28:41",October Running Endurance Challenge,false
"13.10.2023, 19:28:42",October Gran Fondo,false
"13.10.2023, 19:28:43",October Swim Challenge,false
"13.10.2023, 19:28:45",October Cycling Climbing Challenge,false
"13.10.2023, 19:28:47",October Walking Distance Challenge,false
"13.10.2023, 19:28:48",October Cycling Distance Challenge,false
"13.10.2023, 19:28:49",October Cycling Consistency Challenge,false
"13.10.2023, 19:28:53",October Workout Challenge,false
"30.10.2023, 21:29:01",November 5K x Brooks,true
"30.10.2023, 21:29:03",BIKE24 No End of Season,false
"30.10.2023, 21:29:06",Giro d’Italia Virtual ITT by BKOOL,false
"30.10.2023, 21:29:12",Eight Sleep's 2023 Finale,true
"30.10.2023, 21:29:13",HOKA Fly Guide: Frankfurt Challenge,false
"30.10.2023, 21:29:15",November 10K,true
"30.10.2023, 21:29:16",November Half Marathon,false
"30.10.2023, 21:29:18",November Running Challenge,false
"30.10.2023, 21:29:19",November Run Climbing Challenge,false
"30.10.2023, 21:29:20",November Running Distance Challenge,false
"30.10.2023, 21:29:22",November Cycling Challenge,false
"30.10.2023, 21:29:23",November Gran Fondo,false
"30.10.2023, 21:29:25",November Running Endurance Challenge,false
"30.10.2023, 21:29:26",November Swim Challenge,false
"30.10.2023, 21:29:28",Go the Extra Miles,true
"30.10.2023, 21:29:29",November Cycling Climbing Challenge,false
"30.10.2023, 21:29:31",November Walking Distance Challenge,false
"30.10.2023, 21:29:32",November Cycling Distance Challenge,false
"30.10.2023, 21:29:33",November Cycling Consistency Challenge,false
"30.10.2023, 21:29:35",November Workout Challenge,false
"11.12.2023, 21:49:33",December Workout Challenge,true
"22.12.2023, 21:30:31",The North Face Forget The Forecast,false
"20.01.2024, 17:52:10",January Streak Challenge,false
"20.01.2024, 17:53:25",January Fresh Start Challenge,false
"31.03.2024, 10:28:57",April 400-Minute Challenge,true
"03.04.2024, 17:19:26",April 10K Challenge,true
"04.04.2024, 19:01:08",April Streak Challenge,false
"04.04.2024, 19:01:42",April Ten Days Active Challenge,true
"07.04.2024, 14:46:09",April Half Marathon Challenge,true
"08.04.2024, 15:26:32",April Ride 200K Challenge,false
"01.05.2024, 06:37:59",May 5K x Brooks Challenge,true
"01.05.2024, 06:38:00",Le Col Classics Challenge,true
"01.07.2024, 16:20:34",July 5K x Brooks Challenge,true
"01.07.2024, 16:20:37",The Le Col Tour Challenge,true
"01.07.2024, 16:20:39",HOKA We Are All Born To Fly Challenge,false
"01.07.2024, 16:20:41",Bulldog Skincare’s Get Active Challenge,true
"01.07.2024, 16:20:44",BIKE24 Ride Like a Pro Challenge,true
"01.07.2024, 16:20:46",Maurten — Get Used To It Challenge,false
"01.07.2024, 16:20:48",Defy the Distance: Nike Running Challenge,false
"01.07.2024, 16:20:49",SunGod Golden Hour Challenge,false
"01.07.2024, 16:20:56",July 10K Challenge,false
"01.07.2024, 16:20:58",July Run 100K Challenge,false
"01.07.2024, 16:21:00",July Half Marathon Challenge,false
"01.07.2024, 16:21:01",July Running Elevation Challenge,false
"01.07.2024, 16:21:02",July Ten Days Active Challenge,true
"01.07.2024, 16:21:04",July Commute Challenge,false
"01.07.2024, 16:21:05",July Walk 30K Challenge,false
"01.07.2024, 16:21:07",July Swim 5K Challenge,false
"01.07.2024, 16:21:08",July 400-Minute Challenge,true
"01.07.2024, 16:21:10",July Ride 200K Challenge,false
"01.07.2024, 16:21:11",July Streak Challenge,false
"01.07.2024, 16:21:13",July Gran Fondo Challenge,false
"01.07.2024, 16:21:14",July Ride 600K Challenge,false
"03.07.2024, 20:10:58",Zalando 42.2 Challenge by Berlin Braves,false
"28.07.2024, 15:48:48",August 5K x Brooks Challenge,true
"28.07.2024, 15:50:31",August Streak Challenge,true
"28.07.2024, 15:50:37",August 400-Minute Challenge,true
"28.07.2024, 15:50:42",August Ten Days Active Challenge,true
"05.08.2024, 14:57:11",August Ride 200K Challenge,false
"25.10.2024, 13:23:42",October 5K x Brooks Challenge,true
"01.11.2024, 11:53:42",November 10K Challenge,true
"07.11.2024, 19:52:15",November Streak Challenge,false
"07.11.2024, 19:52:24",November 5K x Brooks Challenge,true
"07.11.2024, 19:52:27",Le Col Next Phase Challenge,false
"24.12.2024, 07:59:52",December Walk 30K Challenge,false
"24.12.2024, 07:59:52",December Ride 200K Challenge,false
"24.12.2024, 07:59:53",December 10K Challenge,true
"24.12.2024, 07:59:56",December 5K x Brooks Challenge,true
"24.12.2024, 07:59:59",December Streak Challenge,false
"03.01.2025, 08:58:09",January 10K Challenge,false
"03.01.2025, 13:03:57",January Cycling Elevation Challenge,false
"03.01.2025, 13:04:04",January 400-Minute Challenge,false
"12.01.2025, 19:00:05",January Ride 800K Challenge,false
"12.02.2025, 22:25:55",February Ride 200K Challenge,false
"02.03.2025, 16:06:20",March 5K x Brooks Challenge,true
"02.03.2025, 16:06:23",You Got This: 100 Days powered by adidas,false
"02.03.2025, 16:06:24",Le Col Classics Challenge,true
"02.03.2025, 16:06:26",1 Million Vertical Meters with Suunto & POW,false
"02.03.2025, 16:06:31",Sportful x Strade Bianche | Ride Into The Legend,false
"02.03.2025, 16:06:35",HOKA Bondi 9-Week Challenge,false
"02.03.2025, 16:06:36",Unleash your Best Effort with Brooks,false
"02.03.2025, 16:06:41",PEdALED Bloom Challenge,false
"02.03.2025, 16:06:41",March 10K Challenge,true
"02.03.2025, 16:06:43",March Half Marathon Challenge,false
"02.03.2025, 16:06:45",March Run 100K Challenge,false
"02.03.2025, 16:06:47",March Elevation Challenge,false
"02.03.2025, 16:06:48",March Ride 200K Challenge,false
"02.03.2025, 16:06:50",March Ten Days Active Challenge,false
"02.03.2025, 16:06:52",March Gran Fondo Challenge,false
"02.03.2025, 16:06:54",March Run 300K Challenge,false
"02.03.2025, 16:06:55",March 400-Minute Challenge,true
"02.03.2025, 16:06:57",March Walk 50K Challenge,false
"02.03.2025, 16:06:58",March Cycling Elevation Challenge,false
"02.03.2025, 16:06:59",March Ride 800K Challenge,false
"27.03.2025, 17:35:05",April 5K x Brooks Challenge,true
"13.04.2025, 09:53:02",Arc’teryx Run Steady Challenge,true
"28.05.2025, 06:08:04",June 10K Challenge,true
"20.06.2025, 16:16:24",June 5K x Brooks Challenge,true
"22.06.2025, 21:04:53",June Elevation Challenge,false
"29.06.2025, 09:54:16",July 10K x Runna Challenge,false
"29.06.2025, 09:54:18",July 5K x Brooks Challenge,true
"29.06.2025, 09:54:19",Le Col Level Up Challenge,false
"29.06.2025, 09:54:21",pliability Run to Hawaii Challenge,false
"29.06.2025, 09:54:22",Do the Work with BetterHelp,true
"29.06.2025, 09:54:23",Chase Summer by GOREWEAR,false
"29.06.2025, 09:54:25",On the Trail of the Tour by Decathlon,false
"29.06.2025, 09:54:33",June Half Marathon Challenge,false
"29.06.2025, 09:54:34",July Half Marathon Challenge,false
"29.06.2025, 09:54:35",June Run 100K Challenge,false
"29.06.2025, 09:54:37",July Run 100K Challenge,false
