Geburtsdatum,Gewicht,Funktionale Schwellenleistung,Maximale Herzfrequenz,Sportlertyp,Messungspräferenzen,Datumspräferenzen,Diagrammpräferenzen,Sprache für E-Mails,Tempobereichszeit,Tempobereichsdistanz,Standardansicht für Bestenlisten
17.11.1980,"74,0 kg",215 W,175,Läufer,Metrisch,TT.MM.JJJJ,Woche,Deutsch,1:04:07,Halbmarathon,Alle
