Reaktionsdatum,Reaktionstyp,Übergeordneter Typ,Übergeordnete ID
"16.09.2020, 18:06:00",Kudos,Aktivität,4069343237
"16.09.2020, 18:06:05",Kudos,Aktivität,4068948616
"16.09.2020, 18:06:09",Kudos,Aktivität,4069105149
"17.09.2020, 07:53:15",Kudos,Aktivität,4068925380
"17.09.2020, 07:53:25",Kudos,Aktivität,4069156993
"17.09.2020, 07:54:07",Kudos,Aktivität,4065517218
"17.09.2020, 07:54:13",Kudos,Beitrag,11804544
"18.09.2020, 08:21:51",Kudos,Aktivität,4072916973
"19.09.2020, 06:03:04",Kudos,Aktivität,4078342298
"19.09.2020, 06:03:15",Kudos,Aktivität,4078337487
"19.09.2020, 06:03:23",Kudos,Aktivität,4078386780
"21.09.2020, 11:12:40",Kudos,Aktivität,4088777553
"21.09.2020, 11:16:36",Kudos,Aktivität,4088714459
"23.09.2020, 08:10:53",Kudos,Aktivität,4097699979
"23.09.2020, 08:10:56",Kudos,Aktivität,4097775075
"23.09.2020, 08:11:00",Kudos,Aktivität,4097788895
"23.09.2020, 08:11:03",Kudos,Aktivität,4099715300
"23.09.2020, 08:11:31",Kudos,Aktivität,4097916183
"23.09.2020, 08:11:56",Kudos,Aktivität,4100066988
"23.09.2020, 08:12:19",Kudos,Aktivität,4096945547
"24.09.2020, 06:16:07",Kudos,Aktivität,4103102301
"24.09.2020, 06:16:17",Kudos,Aktivität,4103370679
"24.09.2020, 06:17:04",Kudos,Aktivität,4102269038
"25.09.2020, 20:00:01",Kudos,Aktivität,4111194804
"27.09.2020, 17:17:16",Kudos,Aktivität,4120402652
"27.09.2020, 17:17:20",Kudos,Aktivität,4118318628
"27.09.2020, 17:17:33",Kudos,Aktivität,4117846384
"27.09.2020, 17:17:58",Kudos,Aktivität,4118033643
"27.09.2020, 17:18:03",Kudos,Aktivität,4119482532
"27.09.2020, 17:18:16",Kudos,Aktivität,4117491090
"27.09.2020, 17:18:24",Kudos,Aktivität,4116696396
"30.09.2020, 17:57:20",Kudos,Aktivität,4133751777
"30.09.2020, 18:45:13",Kudos,Aktivität,4133073796
"30.09.2020, 18:45:28",Kudos,Aktivität,4131419361
"30.09.2020, 18:45:45",Kudos,Aktivität,4132935790
"30.09.2020, 18:46:02",Kudos,Aktivität,4131951880
"30.09.2020, 18:46:41",Kudos,Aktivität,4131877764
"30.09.2020, 20:19:52",Kudos,Aktivität,4132722704
"01.10.2020, 19:57:27",Kudos,Aktivität,4136761445
"01.10.2020, 19:57:37",Kudos,Beitrag,12007744
"01.10.2020, 19:58:07",Kudos,Aktivität,4136582212
"02.10.2020, 07:37:27",Kudos,Aktivität,4138871608
"03.10.2020, 05:41:56",Kudos,Aktivität,4142037281
"03.10.2020, 05:42:03",Kudos,Aktivität,4141909101
"03.10.2020, 05:42:11",Kudos,Aktivität,4141879495
"04.10.2020, 12:36:04",Kudos,Aktivität,4149069188
"04.10.2020, 12:36:34",Kudos,Aktivität,4146355293
"04.10.2020, 12:36:40",Kudos,Aktivität,4145993326
"04.10.2020, 12:36:44",Kudos,Beitrag,12047891
"04.10.2020, 12:36:50",Kudos,Aktivität,4149516857
"04.10.2020, 12:37:03",Kudos,Aktivität,4146618127
"04.10.2020, 12:37:11",Kudos,Aktivität,4145679359
"04.10.2020, 12:37:19",Kudos,Aktivität,4144454216
"04.10.2020, 12:38:03",Kudos,Aktivität,4144341799
"04.10.2020, 12:38:17",Kudos,Aktivität,4146396314
"04.10.2020, 12:38:25",Kudos,Aktivität,4146509469
"04.10.2020, 19:02:51",Kudos,Aktivität,4150950993
"04.10.2020, 19:03:14",Kudos,Aktivität,4150754862
"07.10.2020, 09:13:06",Kudos,Aktivität,4157858968
"07.10.2020, 09:13:21",Kudos,Beitrag,12091530
"07.10.2020, 09:13:37",Kudos,Aktivität,4158420876
"07.10.2020, 09:13:52",Kudos,Aktivität,4157925966
"07.10.2020, 09:14:00",Kudos,Aktivität,4153590100
"07.10.2020, 09:14:37",Kudos,Aktivität,4157280831
"07.10.2020, 09:14:39",Kudos,Aktivität,4155417310
"07.10.2020, 09:15:44",Kudos,Beitrag,12079119
"07.10.2020, 18:42:19",Kudos,Aktivität,4162476569
"07.10.2020, 18:42:36",Kudos,Aktivität,4163498327
"17.10.2020, 19:16:51",Kudos,Aktivität,4206498826
"17.10.2020, 19:18:07",Kudos,Beitrag,12236213
"17.10.2020, 20:28:13",Kudos,Aktivität,4208226614
"17.10.2020, 20:28:31",Kudos,Aktivität,4208067937
"17.10.2020, 20:28:32",Kudos,Aktivität,4207995612
"17.10.2020, 20:28:39",Kudos,Aktivität,4201941961
"17.10.2020, 20:28:52",Kudos,Aktivität,4198288104
"17.10.2020, 20:28:58",Kudos,Aktivität,4205285010
"17.10.2020, 20:29:29",Kudos,Aktivität,4202671557
"21.10.2020, 18:21:39",Kudos,Aktivität,4224837251
"23.10.2020, 06:15:35",Kudos,Aktivität,4231062786
"23.10.2020, 06:16:38",Kudos,Aktivität,4228561983
"23.10.2020, 06:50:31",Kudos,Aktivität,4231590519
"23.10.2020, 17:29:15",Kudos,Aktivität,4233557961
"23.10.2020, 17:36:36",Kudos,Aktivität,4233130817
"23.10.2020, 17:36:45",Kudos,Aktivität,4232029602
"27.10.2020, 07:52:31",Kudos,Aktivität,4242672613
"27.10.2020, 07:52:34",Kudos,Aktivität,4241910215
"27.10.2020, 07:52:44",Kudos,Aktivität,4243496271
"27.10.2020, 20:16:43",Kudos,Aktivität,4251061658
"28.10.2020, 14:48:01",Kudos,Aktivität,4251563268
"28.10.2020, 14:48:20",Kudos,Aktivität,4251054861
"28.10.2020, 20:47:31",Kudos,Aktivität,4255240884
"28.10.2020, 21:07:21",Kudos,Aktivität,4254881967
"29.10.2020, 21:03:09",Kudos,Aktivität,4259938561
"30.10.2020, 07:35:00",Kudos,Aktivität,4259938327
"30.10.2020, 11:32:52",Kudos,Aktivität,4261534080
"31.10.2020, 13:37:41",Kudos,Aktivität,4266347712
"31.10.2020, 14:03:48",Kudos,Aktivität,4265740079
"31.10.2020, 14:04:57",Kudos,Aktivität,4261859884
"31.10.2020, 14:05:03",Kudos,Aktivität,4262090285
"31.10.2020, 14:05:10",Kudos,Aktivität,4262652919
"31.10.2020, 14:05:12",Kudos,Aktivität,4262775332
"02.11.2020, 06:42:40",Kudos,Aktivität,4273860501
"02.11.2020, 06:43:24",Kudos,Aktivität,4271585004
"02.11.2020, 06:44:24",Kudos,Aktivität,4271266056
"02.11.2020, 06:45:30",Kudos,Aktivität,4270820784
"02.11.2020, 06:45:40",Kudos,Aktivität,4273055805
"02.11.2020, 06:45:47",Kudos,Aktivität,4273573797
"04.11.2020, 08:14:54",Kudos,Aktivität,4281374336
"04.11.2020, 08:15:49",Kudos,Aktivität,4281811623
"04.11.2020, 08:20:27",Kudos,Aktivität,4282140069
"05.11.2020, 17:55:29",Kudos,Aktivität,4288375455
"06.11.2020, 08:58:58",Kudos,Aktivität,4291115683
"07.11.2020, 07:10:21",Kudos,Aktivität,4299436948
"08.11.2020, 15:01:38",Kudos,Aktivität,4307927213
"08.11.2020, 15:01:47",Kudos,Aktivität,4307173636
"08.11.2020, 15:02:45",Kudos,Aktivität,4303146233
"08.11.2020, 15:02:53",Kudos,Aktivität,4306723026
"08.11.2020, 15:03:13",Kudos,Aktivität,4307269364
"08.11.2020, 17:31:22",Kudos,Aktivität,4308967770
"08.11.2020, 17:31:59",Kudos,Aktivität,4308707357
"08.11.2020, 17:32:11",Kudos,Aktivität,4309268039
"10.11.2020, 19:36:27",Kudos,Aktivität,4318644042
"11.11.2020, 06:59:38",Kudos,Aktivität,4317267675
"11.11.2020, 07:01:03",Kudos,Aktivität,4313014849
"11.11.2020, 17:44:28",Kudos,Aktivität,4322971048
"11.11.2020, 17:44:53",Kudos,Aktivität,4322163139
"13.11.2020, 09:00:13",Kudos,Aktivität,4330462540
"13.11.2020, 16:36:24",Kudos,Aktivität,4331229964
"13.11.2020, 17:31:37",Kudos,Aktivität,4332456144
"15.11.2020, 15:23:12",Kudos,Aktivität,4336748035
"15.11.2020, 15:23:33",Kudos,Aktivität,4336857554
"15.11.2020, 15:23:52",Kudos,Aktivität,4336566450
"15.11.2020, 15:23:57",Kudos,Aktivität,4336553406
"15.11.2020, 15:24:00",Kudos,Aktivität,4336365050
"15.11.2020, 15:24:38",Kudos,Aktivität,4335131068
"15.11.2020, 15:24:53",Kudos,Aktivität,4334072734
"15.11.2020, 15:24:57",Kudos,Aktivität,4333063749
"15.11.2020, 15:25:04",Kudos,Aktivität,4333175222
"15.11.2020, 16:16:49",Kudos,Aktivität,4342471356
"16.11.2020, 06:42:06",Kudos,Aktivität,4342095337
"20.11.2020, 13:44:04",Kudos,Aktivität,4363400928
"20.11.2020, 14:10:16",Kudos,Aktivität,4364372328
"20.11.2020, 17:35:21",Kudos,Aktivität,4364987731
"20.11.2020, 17:51:21",Kudos,Aktivität,4365345647
"21.11.2020, 00:13:07",Kudos,Aktivität,4365737259
"21.11.2020, 00:13:18",Kudos,Aktivität,4365570199
"21.11.2020, 00:13:29",Kudos,Aktivität,4365497730
"21.11.2020, 00:13:47",Kudos,Aktivität,4364978461
"22.11.2020, 14:22:33",Kudos,Aktivität,4375031322
"22.11.2020, 14:22:39",Kudos,Aktivität,4374634451
"22.11.2020, 14:22:51",Kudos,Aktivität,4375028329
"22.11.2020, 14:23:00",Kudos,Aktivität,4374583774
"22.11.2020, 14:23:09",Kudos,Aktivität,4374269057
"22.11.2020, 14:23:20",Kudos,Aktivität,4373695517
"22.11.2020, 14:23:36",Kudos,Aktivität,4371557312
"22.11.2020, 19:12:52",Kudos,Aktivität,4375691126
"22.11.2020, 19:13:02",Kudos,Aktivität,4375864080
"22.11.2020, 19:13:07",Kudos,Aktivität,4376688713
"24.11.2020, 06:01:45",Kudos,Aktivität,4379993476
"24.11.2020, 06:03:47",Kudos,Aktivität,4380599269
"24.11.2020, 06:03:52",Kudos,Aktivität,4381470562
"24.11.2020, 06:04:04",Kudos,Aktivität,4378915674
"25.11.2020, 19:04:51",Kudos,Aktivität,4388938320
"25.11.2020, 19:04:53",Kudos,Aktivität,4388938523
"25.11.2020, 19:05:02",Kudos,Aktivität,4389067059
"25.11.2020, 19:05:31",Kudos,Aktivität,4388816487
"25.11.2020, 19:05:35",Kudos,Aktivität,4388657652
"25.11.2020, 19:05:43",Kudos,Aktivität,4387820202
"26.11.2020, 16:48:10",Kudos,Aktivität,4393083269
"29.11.2020, 12:10:49",Kudos,Aktivität,4406483994
"29.11.2020, 12:10:56",Kudos,Aktivität,4404236550
"29.11.2020, 12:10:58",Kudos,Aktivität,4406643914
"29.11.2020, 12:11:10",Kudos,Aktivität,4404173180
"29.11.2020, 12:11:16",Kudos,Aktivität,4406727207
"29.11.2020, 15:59:20",Kudos,Aktivität,4406920791
"29.11.2020, 15:59:31",Kudos,Aktivität,4406659634
"29.11.2020, 16:59:19",Kudos,Aktivität,4407855685
"29.11.2020, 16:59:31",Kudos,Aktivität,4407834149
"30.11.2020, 16:13:10",Kudos,Aktivität,4410749191
"30.11.2020, 16:13:37",Kudos,Aktivität,4411049495
"01.12.2020, 08:05:44",Kudos,Aktivität,4412826862
"01.12.2020, 08:05:58",Kudos,Aktivität,4412605958
"01.12.2020, 08:06:07",Kudos,Aktivität,4413036072
"01.12.2020, 11:13:15",Kudos,Aktivität,4414966945
"01.12.2020, 11:14:08",Kudos,Aktivität,4415113215
"02.12.2020, 06:56:46",Kudos,Aktivität,4416902376
"02.12.2020, 06:56:55",Kudos,Aktivität,4417225286
"02.12.2020, 06:57:26",Kudos,Aktivität,4417073323
"02.12.2020, 06:58:02",Kudos,Aktivität,4415366187
"02.12.2020, 22:25:03",Kudos,Aktivität,4421167478
"02.12.2020, 22:25:24",Kudos,Aktivität,4420067394
"02.12.2020, 22:25:45",Kudos,Aktivität,4421572971
"02.12.2020, 22:25:54",Kudos,Aktivität,4419316248
"02.12.2020, 22:25:58",Kudos,Aktivität,4421619456
"02.12.2020, 22:26:19",Kudos,Aktivität,4419754924
"02.12.2020, 22:26:36",Kudos,Aktivität,4420115924
"02.12.2020, 22:27:02",Kudos,Aktivität,4421097259
"02.12.2020, 22:27:15",Kudos,Aktivität,4419978015
"02.12.2020, 22:27:19",Kudos,Aktivität,4420999117
"02.12.2020, 22:27:22",Kudos,Aktivität,4420907414
"04.12.2020, 13:09:25",Kudos,Aktivität,4428350803
"08.12.2020, 17:53:08",Kudos,Aktivität,4446839557
"08.12.2020, 17:53:25",Kudos,Aktivität,4443593782
"08.12.2020, 17:53:38",Kudos,Aktivität,4439616143
"08.12.2020, 17:53:54",Kudos,Aktivität,4441419420
"08.12.2020, 17:54:04",Kudos,Aktivität,4440879099
"08.12.2020, 17:54:07",Kudos,Aktivität,4444574132
"08.12.2020, 17:54:26",Kudos,Aktivität,4437573880
"08.12.2020, 18:50:06",Kudos,Aktivität,4446851201
"08.12.2020, 19:46:13",Kudos,Aktivität,4447302312
"08.12.2020, 20:55:22",Kudos,Aktivität,4439035301
"09.12.2020, 06:02:16",Kudos,Aktivität,4448717715
"10.12.2020, 21:54:07",Kudos,Aktivität,4454585848
"10.12.2020, 21:54:15",Kudos,Aktivität,4455623128
"10.12.2020, 21:54:22",Kudos,Aktivität,4454443352
"10.12.2020, 21:54:26",Kudos,Aktivität,4455674825
"10.12.2020, 21:54:31",Kudos,Aktivität,4455894083
"10.12.2020, 21:54:51",Kudos,Aktivität,4455602865
"10.12.2020, 21:54:59",Kudos,Aktivität,4453757673
"10.12.2020, 21:55:05",Kudos,Aktivität,4452521616
"11.12.2020, 17:22:59",Kudos,Aktivität,4457200952
"13.12.2020, 07:36:11",Kudos,Aktivität,4465008537
"13.12.2020, 07:36:42",Kudos,Aktivität,4461607678
"13.12.2020, 07:36:58",Kudos,Aktivität,4461878454
"13.12.2020, 07:37:11",Kudos,Aktivität,4463573558
"13.12.2020, 07:37:32",Kudos,Aktivität,4462060541
"13.12.2020, 07:37:41",Kudos,Aktivität,4461510935
"13.12.2020, 07:37:47",Kudos,Aktivität,4463421708
"14.12.2020, 13:09:20",Kudos,Aktivität,4469242688
"14.12.2020, 13:09:27",Kudos,Aktivität,4466789282
"14.12.2020, 13:09:29",Kudos,Aktivität,4465593180
"14.12.2020, 13:09:35",Kudos,Aktivität,4466896642
"14.12.2020, 13:09:44",Kudos,Aktivität,4466944305
"14.12.2020, 13:09:51",Kudos,Aktivität,4467166590
"14.12.2020, 13:09:54",Kudos,Aktivität,4466238835
"14.12.2020, 13:10:01",Kudos,Aktivität,4468255802
"14.12.2020, 13:10:09",Kudos,Aktivität,4467695726
"14.12.2020, 13:11:07",Kudos,Aktivität,4470963404
"14.12.2020, 13:11:13",Kudos,Aktivität,4467395644
"14.12.2020, 13:11:22",Kudos,Aktivität,4468570834
"15.12.2020, 15:02:05",Kudos,Aktivität,4474651594
"16.12.2020, 18:33:12",Kudos,Aktivität,4480260111
"16.12.2020, 18:33:18",Kudos,Aktivität,4479146371
"16.12.2020, 18:33:24",Kudos,Aktivität,4478218926
"17.12.2020, 12:30:10",Kudos,Aktivität,4482773037
"18.12.2020, 21:25:33",Kudos,Aktivität,4488307394
"18.12.2020, 22:13:05",Kudos,Aktivität,4488510235
"19.12.2020, 09:40:14",Kudos,Aktivität,4489796467
"19.12.2020, 09:44:04",Kudos,Aktivität,4488373425
"19.12.2020, 09:44:16",Kudos,Aktivität,4487842907
"19.12.2020, 09:44:35",Kudos,Aktivität,4487941202
"19.12.2020, 09:44:39",Kudos,Aktivität,4487789076
"19.12.2020, 09:45:29",Kudos,Aktivität,4486745298
"20.12.2020, 09:56:03",Kudos,Aktivität,4491490170
"20.12.2020, 09:56:20",Kudos,Aktivität,4490646350
"20.12.2020, 09:56:26",Kudos,Aktivität,4490560869
"20.12.2020, 09:56:34",Kudos,Aktivität,4492658300
"20.12.2020, 09:56:42",Kudos,Aktivität,4492653910
"20.12.2020, 09:56:44",Kudos,Aktivität,4491748156
"20.12.2020, 09:57:21",Kudos,Aktivität,4490170235
"20.12.2020, 09:58:18",Kudos,Aktivität,4490182283
"20.12.2020, 09:58:27",Kudos,Aktivität,4490075361
"20.12.2020, 09:58:33",Kudos,Aktivität,4490653847
"20.12.2020, 12:25:08",Kudos,Aktivität,4494435106
"22.12.2020, 19:23:44",Kudos,Aktivität,4501985491
"22.12.2020, 19:24:11",Kudos,Aktivität,4504270018
"22.12.2020, 19:24:20",Kudos,Aktivität,4505204972
"22.12.2020, 19:24:27",Kudos,Aktivität,4502784487
"24.12.2020, 12:08:04",Kudos,Aktivität,4511043461
"24.12.2020, 12:08:19",Kudos,Aktivität,4511611380
"24.12.2020, 12:08:27",Kudos,Aktivität,4511102908
"24.12.2020, 12:08:41",Kudos,Aktivität,4511169012
"24.12.2020, 12:08:46",Kudos,Aktivität,4511165454
"24.12.2020, 12:09:25",Kudos,Aktivität,4511677708
"24.12.2020, 12:09:31",Kudos,Aktivität,4511704757
"24.12.2020, 12:09:37",Kudos,Aktivität,4511676710
"24.12.2020, 12:09:47",Kudos,Aktivität,4511723518
"24.12.2020, 12:09:49",Kudos,Aktivität,4511769963
"24.12.2020, 23:05:49",Kudos,Aktivität,4513528400
"24.12.2020, 23:05:55",Kudos,Aktivität,4512465355
"24.12.2020, 23:06:11",Kudos,Aktivität,4513440921
"24.12.2020, 23:06:26",Kudos,Aktivität,4513374596
"26.12.2020, 14:03:08",Kudos,Aktivität,4519660451
"26.12.2020, 14:03:21",Kudos,Aktivität,4519849299
"26.12.2020, 14:03:39",Kudos,Aktivität,4516087887
"26.12.2020, 14:04:02",Kudos,Aktivität,4518963465
"26.12.2020, 14:04:07",Kudos,Aktivität,4515472137
"26.12.2020, 16:27:46",Kudos,Aktivität,4520444005
"26.12.2020, 18:28:35",Kudos,Aktivität,4521065913
"30.12.2020, 12:47:59",Kudos,Aktivität,4533332253
"30.12.2020, 12:48:12",Kudos,Aktivität,4538131070
"30.12.2020, 12:48:14",Kudos,Aktivität,4535265706
"30.12.2020, 21:59:34",Kudos,Aktivität,4540686678
"30.12.2020, 22:00:01",Kudos,Aktivität,4540622717
"01.01.2021, 10:58:21",Kudos,Aktivität,4543570904
"01.01.2021, 10:58:23",Kudos,Aktivität,4546233500
"01.01.2021, 10:58:26",Kudos,Aktivität,4546267642
"01.01.2021, 10:58:30",Kudos,Aktivität,4545042844
"01.01.2021, 10:58:41",Kudos,Aktivität,4543064290
"01.01.2021, 10:58:51",Kudos,Aktivität,4543150400
"01.01.2021, 10:59:04",Kudos,Aktivität,4546537504
"02.01.2021, 11:16:16",Kudos,Aktivität,4552482041
"02.01.2021, 11:16:22",Kudos,Aktivität,4552697722
"02.01.2021, 11:16:26",Kudos,Aktivität,4552387698
"02.01.2021, 11:16:40",Kudos,Aktivität,4551080453
"02.01.2021, 11:16:56",Kudos,Aktivität,4549537417
"02.01.2021, 11:17:16",Kudos,Aktivität,4549730403
"02.01.2021, 11:17:30",Kudos,Aktivität,4550774869
"02.01.2021, 11:17:32",Kudos,Aktivität,4550899696
"02.01.2021, 11:17:42",Kudos,Aktivität,4549903625
"02.01.2021, 11:17:52",Kudos,Aktivität,4550160443
"02.01.2021, 11:17:58",Kudos,Aktivität,4549159110
"02.01.2021, 11:18:21",Kudos,Aktivität,4548871661
"02.01.2021, 18:32:56",Kudos,Aktivität,4556031499
"04.01.2021, 20:45:59",Kudos,Aktivität,4567110798
"04.01.2021, 20:46:17",Kudos,Aktivität,4566028335
"04.01.2021, 20:46:22",Kudos,Aktivität,4566813981
"05.01.2021, 06:22:32",Kudos,Aktivität,4567999049
"05.01.2021, 06:22:40",Kudos,Aktivität,4567733774
"05.01.2021, 17:18:52",Kudos,Aktivität,4571988383
"05.01.2021, 17:19:21",Kudos,Aktivität,4571821094
"05.01.2021, 17:19:24",Kudos,Aktivität,4570491160
"05.01.2021, 22:05:04",Kudos,Aktivität,4573000747
"06.01.2021, 15:17:17",Kudos,Aktivität,4576501688
"06.01.2021, 15:17:22",Kudos,Aktivität,4576668007
"08.01.2021, 13:06:11",Kudos,Aktivität,4582973548
"08.01.2021, 13:06:13",Kudos,Aktivität,4582811697
"09.01.2021, 19:18:59",Kudos,Aktivität,4583071846
"09.01.2021, 19:19:06",Kudos,Aktivität,4582653568
"09.01.2021, 19:19:10",Kudos,Aktivität,4578382252
"09.01.2021, 19:19:11",Kudos,Aktivität,4585413658
"11.01.2021, 07:34:14",Kudos,Aktivität,4598127027
"11.01.2021, 07:34:44",Kudos,Aktivität,4597268860
"12.01.2021, 11:49:35",Kudos,Aktivität,4604694619
"12.01.2021, 11:49:58",Kudos,Aktivität,4607132098
"12.01.2021, 11:50:16",Kudos,Aktivität,4607720351
"12.01.2021, 11:50:57",Kudos,Aktivität,4604239635
"12.01.2021, 15:16:15",Kudos,Aktivität,4608082479
"13.01.2021, 10:31:31",Kudos,Aktivität,4608994143
"13.01.2021, 10:31:45",Kudos,Aktivität,4609029022
"13.01.2021, 10:31:55",Kudos,Aktivität,4609364574
"13.01.2021, 10:32:19",Kudos,Aktivität,4609485009
"13.01.2021, 10:32:37",Kudos,Aktivität,4609762429
"13.01.2021, 20:04:09",Kudos,Aktivität,4615704264
"13.01.2021, 20:04:15",Kudos,Aktivität,4615680820
"13.01.2021, 20:05:02",Kudos,Aktivität,4615157964
"13.01.2021, 20:05:11",Kudos,Aktivität,4614877682
"13.01.2021, 20:05:25",Kudos,Aktivität,4615574754
"13.01.2021, 20:05:39",Kudos,Aktivität,4611106621
"16.01.2021, 21:55:10",Kudos,Aktivität,4631907296
"16.01.2021, 21:55:17",Kudos,Aktivität,4631928769
"16.01.2021, 21:55:18",Kudos,Aktivität,4631845462
"16.01.2021, 21:55:28",Kudos,Aktivität,4631977084
"16.01.2021, 21:55:30",Kudos,Aktivität,4632004690
"16.01.2021, 21:55:52",Kudos,Aktivität,4631491204
"16.01.2021, 21:55:55",Kudos,Aktivität,4623614903
"16.01.2021, 21:55:57",Kudos,Aktivität,4629061768
"16.01.2021, 21:56:00",Kudos,Aktivität,4631219582
"16.01.2021, 21:56:03",Kudos,Aktivität,4629607173
"16.01.2021, 21:56:05",Kudos,Aktivität,4625059484
"16.01.2021, 21:56:09",Kudos,Aktivität,4628484094
"17.01.2021, 19:57:06",Kudos,Aktivität,4632340631
"17.01.2021, 19:57:14",Kudos,Aktivität,4632410346
"17.01.2021, 20:59:24",Kudos,Aktivität,4635157926
"17.01.2021, 20:59:29",Kudos,Aktivität,4636675718
"17.01.2021, 20:59:42",Kudos,Aktivität,4638432537
"20.01.2021, 17:14:03",Kudos,Aktivität,4652574571
"20.01.2021, 17:14:13",Kudos,Aktivität,4652670857
"20.01.2021, 17:15:15",Kudos,Aktivität,4649961476
"20.01.2021, 17:15:27",Kudos,Aktivität,4648971624
"20.01.2021, 20:09:18",Kudos,Aktivität,4653435734
"20.01.2021, 20:09:25",Kudos,Aktivität,4653151710
"20.01.2021, 20:09:29",Kudos,Aktivität,4653104375
"21.01.2021, 14:21:58",Kudos,Aktivität,4653911893
"21.01.2021, 14:22:03",Kudos,Aktivität,4655864480
"21.01.2021, 14:22:16",Kudos,Aktivität,4656259715
"23.01.2021, 07:19:39",Kudos,Aktivität,4663548742
"23.01.2021, 15:08:49",Kudos,Aktivität,4667164740
"24.01.2021, 11:59:33",Kudos,Aktivität,4670542009
"24.01.2021, 12:52:14",Kudos,Aktivität,4673296676
"24.01.2021, 12:52:31",Kudos,Aktivität,4673182175
"24.01.2021, 12:52:38",Kudos,Aktivität,4672289177
"24.01.2021, 12:52:41",Kudos,Aktivität,4670467757
"24.01.2021, 12:52:47",Kudos,Aktivität,4670020482
"24.01.2021, 12:52:54",Kudos,Aktivität,4670228663
"24.01.2021, 12:52:58",Kudos,Aktivität,4672895868
"24.01.2021, 12:53:04",Kudos,Aktivität,4668177741
"24.01.2021, 12:53:14",Kudos,Aktivität,4670524238
"24.01.2021, 12:53:20",Kudos,Aktivität,4672855034
"24.01.2021, 15:47:47",Kudos,Aktivität,4673882821
"24.01.2021, 15:47:56",Kudos,Aktivität,4673823378
"24.01.2021, 15:48:40",Kudos,Aktivität,4674018750
"24.01.2021, 15:48:55",Kudos,Aktivität,4674676467
"24.01.2021, 15:49:00",Kudos,Aktivität,4673838855
"26.01.2021, 15:44:47",Kudos,Aktivität,4680508485
"27.01.2021, 21:00:56",Kudos,Aktivität,4690606420
"27.01.2021, 21:01:21",Kudos,Aktivität,4691221112
"27.01.2021, 21:01:23",Kudos,Aktivität,4691051035
"31.01.2021, 09:06:16",Kudos,Aktivität,4707271281
"31.01.2021, 09:06:38",Kudos,Aktivität,4707252237
"31.01.2021, 09:06:47",Kudos,Aktivität,4707251919
"31.01.2021, 09:07:02",Kudos,Aktivität,4707250519
"31.01.2021, 09:07:17",Kudos,Aktivität,4707163552
"31.01.2021, 09:07:46",Kudos,Aktivität,4705883338
"31.01.2021, 09:08:16",Kudos,Aktivität,4705380833
"31.01.2021, 09:08:23",Kudos,Aktivität,4704629318
"31.01.2021, 09:08:34",Kudos,Aktivität,4705246116
"31.01.2021, 09:08:49",Kudos,Aktivität,4705096359
"31.01.2021, 09:08:57",Kudos,Aktivität,4705210996
"03.02.2021, 19:15:49",Kudos,Aktivität,4729178185
"03.02.2021, 19:16:20",Kudos,Aktivität,4728937446
"03.02.2021, 19:44:53",Kudos,Aktivität,4728886844
"03.02.2021, 19:44:59",Kudos,Aktivität,4728510114
"03.02.2021, 19:45:34",Kudos,Aktivität,4718508737
"03.02.2021, 19:46:33",Kudos,Aktivität,4720937285
"04.02.2021, 06:50:42",Kudos,Aktivität,4729879430
"04.02.2021, 06:51:05",Kudos,Aktivität,4729801247
"04.02.2021, 06:51:14",Kudos,Aktivität,4729783840
"04.02.2021, 12:55:24",Kudos,Aktivität,4731758414
"05.02.2021, 13:14:30",Kudos,Aktivität,4738113997
"06.02.2021, 18:45:30",Kudos,Aktivität,4743982399
"06.02.2021, 18:46:15",Kudos,Aktivität,4745640993
"06.02.2021, 18:46:20",Kudos,Aktivität,4745987603
"06.02.2021, 18:46:28",Kudos,Aktivität,4743940839
"10.02.2021, 07:51:52",Kudos,Aktivität,4762427172
"10.02.2021, 07:52:10",Kudos,Aktivität,4760018076
"10.02.2021, 07:52:28",Kudos,Aktivität,4761555729
"10.02.2021, 07:52:50",Kudos,Aktivität,4759315953
"10.02.2021, 21:23:40",Kudos,Aktivität,4766436850
"10.02.2021, 21:23:58",Kudos,Aktivität,4765746301
"10.02.2021, 21:45:01",Kudos,Aktivität,4767335134
"10.02.2021, 21:45:21",Kudos,Aktivität,4767422745
"11.02.2021, 13:35:38",Kudos,Aktivität,4770059692
"11.02.2021, 13:35:42",Kudos,Aktivität,4769662246
"11.02.2021, 13:35:46",Kudos,Aktivität,4767526955
"12.02.2021, 15:19:41",Kudos,Aktivität,4774871388
"12.02.2021, 15:20:30",Kudos,Aktivität,4775144954
"13.02.2021, 16:53:58",Kudos,Aktivität,4779601890
"13.02.2021, 16:54:09",Kudos,Aktivität,4779595278
"22.02.2021, 13:01:49",Kudos,Aktivität,4823954598
"22.02.2021, 13:02:22",Kudos,Aktivität,4823440703
"22.02.2021, 13:02:29",Kudos,Aktivität,4828802546
"22.02.2021, 13:02:39",Kudos,Aktivität,4829142731
"24.02.2021, 14:11:49",Kudos,Aktivität,4841195246
"24.02.2021, 14:12:09",Kudos,Aktivität,4841491533
"24.02.2021, 16:49:31",Kudos,Aktivität,4842356860
"28.02.2021, 18:16:26",Kudos,Aktivität,4866363393
"28.02.2021, 18:16:30",Kudos,Aktivität,4866227792
"28.02.2021, 18:19:42",Kudos,Aktivität,4858944814
"28.02.2021, 18:19:48",Kudos,Beitrag,14799901
